FIPS,Name,State,county_lower
36003,Allegany,NY,allegany
36005,Bronx,NY,bronx
36007,Broome,NY,broome
36009,Cattaraugus,NY,cattaraugus
36011,Cayuga,NY,cayuga
36013,Chautauqua,NY,chautauqua
36015,Chemung,NY,chemung
36017,Chenango,NY,chenango
36019,Clinton,NY,clinton
36021,Columbia,NY,columbia
36023,Cortland,NY,cortland
36025,Delaware,NY,delaware
36027,Dutchess,NY,dutchess
36029,Erie,NY,erie
36031,Essex,NY,essex
36033,Franklin,NY,franklin
36035,Fulton,NY,fulton
36037,Genesee,NY,genesee
36039,Greene,NY,greene
36041,Hamilton,NY,hamilton
36043,Herkimer,NY,herkimer
36045,Jefferson,NY,jefferson
36047,Kings,NY,kings
36049,Lewis,NY,lewis
36051,Livingston,NY,livingston
36053,Madison,NY,madison
36055,Monroe,NY,monroe
36057,Montgomery,NY,montgomery
36059,Nassau,NY,nassau
36061,New York,NY,newyork
36063,Niagara,NY,niagara
36065,Oneida,NY,oneida
36067,Onondaga,NY,onondaga
36069,Ontario,NY,ontario
36071,Orange,NY,orange
36073,Orleans,NY,orleans
36075,Oswego,NY,oswego
36077,Otsego,NY,otsego
36079,Putnam,NY,putnam
36081,Queens,NY,queens
36083,Rensselaer,NY,rensselaer
36085,Richmond,NY,richmond
36087,Rockland,NY,rockland
36089,St Lawrence,NY,stlawrence
36091,Saratoga,NY,saratoga
36093,Schenectady,NY,schenectady
36095,Schoharie,NY,schoharie
36097,Schuyler,NY,schuyler
36099,Seneca,NY,seneca
36101,Steuben,NY,steuben
36103,Suffolk,NY,suffolk
36105,Sullivan,NY,sullivan
36107,Tioga,NY,tioga
36109,Tompkins,NY,tompkins
36111,Ulster,NY,ulster
36113,Warren,NY,warren
36115,Washington,NY,washington
36117,Wayne,NY,wayne
36119,Westchester,NY,westchester
36121,Wyoming,NY,wyoming
36123,Yates,NY,yates
37001,Alamance,NC,alamance
37003,Alexander,NC,alexander
37005,Alleghany,NC,alleghany
37007,Anson,NC,anson
37009,Ashe,NC,ashe
37011,Avery,NC,avery
37013,Beaufort,NC,beaufort
37015,Bertie,NC,bertie
37017,Bladen,NC,bladen
37019,Brunswick,NC,brunswick
37021,Buncombe,NC,buncombe
37023,Burke,NC,burke
37025,Cabarrus,NC,cabarrus
37027,Caldwell,NC,caldwell
37029,Camden,NC,camden
37031,Carteret,NC,carteret
37033,Caswell,NC,caswell
37035,Catawba,NC,catawba
37037,Chatham,NC,chatham
37039,Cherokee,NC,cherokee
37041,Chowan,NC,chowan
37043,Clay,NC,clay
37045,Cleveland,NC,cleveland
37047,Columbus,NC,columbus
37049,Craven,NC,craven
37051,Cumberland,NC,cumberland
37053,Currituck,NC,currituck
37055,Dare,NC,dare
37057,Davidson,NC,davidson
37059,Davie,NC,davie
37061,Duplin,NC,duplin
37063,Durham,NC,durham
37065,Edgecombe,NC,edgecombe
37067,Forsyth,NC,forsyth
37069,Franklin,NC,franklin
37071,Gaston,NC,gaston
37073,Gates,NC,gates
37075,Graham,NC,graham
37077,Granville,NC,granville
37079,Greene,NC,greene
37081,Guilford,NC,guilford
37083,Halifax,NC,halifax
37085,Harnett,NC,harnett
37087,Haywood,NC,haywood
37089,Henderson,NC,henderson
37091,Hertford,NC,hertford
37093,Hoke,NC,hoke
37095,Hyde,NC,hyde
37097,Iredell,NC,iredell
37099,Jackson,NC,jackson
37101,Johnston,NC,johnston
37103,Jones,NC,jones
37105,Lee,NC,lee
37107,Lenoir,NC,lenoir
37109,Lincoln,NC,lincoln
37111,McDowell,NC,mcdowell
37113,Macon,NC,macon
37115,Madison,NC,madison
37117,Martin,NC,martin
37119,Mecklenburg,NC,mecklenburg
37121,Mitchell,NC,mitchell
37123,Montgomery,NC,montgomery
37125,Moore,NC,moore
37127,Nash,NC,nash
37129,New Hanover,NC,newhanover
37131,Northampton,NC,northampton
37133,Onslow,NC,onslow
37135,Orange,NC,orange
37137,Pamlico,NC,pamlico
37139,Pasquotank,NC,pasquotank
37141,Pender,NC,pender
37143,Perquimans,NC,perquimans
37145,Person,NC,person
37147,Pitt,NC,pitt
37149,Polk,NC,polk
37151,Randolph,NC,randolph
37153,Richmond,NC,richmond
37155,Robeson,NC,robeson
37157,Rockingham,NC,rockingham
37159,Rowan,NC,rowan
37161,Rutherford,NC,rutherford
37163,Sampson,NC,sampson
37165,Scotland,NC,scotland
37167,Stanly,NC,stanly
37169,Stokes,NC,stokes
37171,Surry,NC,surry
37173,Swain,NC,swain
37175,Transylvania,NC,transylvania
37177,Tyrrell,NC,tyrrell
37179,Union,NC,union
37181,Vance,NC,vance
37183,Wake,NC,wake
37185,Warren,NC,warren
37187,Washington,NC,washington
37189,Watauga,NC,watauga
37191,Wayne,NC,wayne
37193,Wilkes,NC,wilkes
37195,Wilson,NC,wilson
37197,Yadkin,NC,yadkin
37199,Yancey,NC,yancey
38001,Adams,ND,adams
38003,Barnes,ND,barnes
38005,Benson,ND,benson
38007,Billings,ND,billings
38009,Bottineau,ND,bottineau
38011,Bowman,ND,bowman
38013,Burke,ND,burke
38015,Burleigh,ND,burleigh
38017,Cass,ND,cass
38019,Cavalier,ND,cavalier
38021,Dickey,ND,dickey
38023,Divide,ND,divide
38025,Dunn,ND,dunn
38027,Eddy,ND,eddy
38029,Emmons,ND,emmons
38031,Foster,ND,foster
38033,Golden Valley,ND,goldenvalley
38035,Grand Forks,ND,grandforks
38037,Grant,ND,grant
38039,Griggs,ND,griggs
38041,Hettinger,ND,hettinger
38043,Kidder,ND,kidder
38045,La Moure,ND,lamoure
38047,Logan,ND,logan
38049,McHenry,ND,mchenry
38051,McIntosh,ND,mcintosh
38053,McKenzie,ND,mckenzie
38055,McLean,ND,mclean
38057,Mercer,ND,mercer
38059,Morton,ND,morton
38061,Mountrail,ND,mountrail
38063,Nelson,ND,nelson
38065,Oliver,ND,oliver
38067,Pembina,ND,pembina
38069,Pierce,ND,pierce
38071,Ramsey,ND,ramsey
38073,Ransom,ND,ransom
38075,Renville,ND,renville
38077,Richland,ND,richland
38079,Rolette,ND,rolette
38081,Sargent,ND,sargent
38083,Sheridan,ND,sheridan
38085,Sioux,ND,sioux
38087,Slope,ND,slope
38089,Stark,ND,stark
38091,Steele,ND,steele
38093,Stutsman,ND,stutsman
38095,Towner,ND,towner
38097,Traill,ND,traill
38099,Walsh,ND,walsh
38101,Ward,ND,ward
38103,Wells,ND,wells
38105,Williams,ND,williams
39001,Adams,OH,adams
39003,Allen,OH,allen
39005,Ashland,OH,ashland
39007,Ashtabula,OH,ashtabula
39009,Athens,OH,athens
39011,Auglaize,OH,auglaize
39013,Belmont,OH,belmont
39015,Brown,OH,brown
39017,Butler,OH,butler
39019,Carroll,OH,carroll
39021,Champaign,OH,champaign
39023,Clark,OH,clark
39025,Clermont,OH,clermont
39027,Clinton,OH,clinton
39029,Columbiana,OH,columbiana
39031,Coshocton,OH,coshocton
39033,Crawford,OH,crawford
39035,Cuyahoga,OH,cuyahoga
39037,Darke,OH,darke
39039,Defiance,OH,defiance
39041,Delaware,OH,delaware
39043,Erie,OH,erie
39045,Fairfield,OH,fairfield
39047,Fayette,OH,fayette
39049,Franklin,OH,franklin
39051,Fulton,OH,fulton
39053,Gallia,OH,gallia
39055,Geauga,OH,geauga
39057,Greene,OH,greene
39059,Guernsey,OH,guernsey
39061,Hamilton,OH,hamilton
39063,Hancock,OH,hancock
39065,Hardin,OH,hardin
39067,Harrison,OH,harrison
39069,Henry,OH,henry
39071,Highland,OH,highland
39073,Hocking,OH,hocking
39075,Holmes,OH,holmes
39077,Huron,OH,huron
39079,Jackson,OH,jackson
39081,Jefferson,OH,jefferson
39083,Knox,OH,knox
39085,Lake,OH,lake
39087,Lawrence,OH,lawrence
39089,Licking,OH,licking
39091,Logan,OH,logan
39093,Lorain,OH,lorain
39095,Lucas,OH,lucas
39097,Madison,OH,madison
39099,Mahoning,OH,mahoning
39101,Marion,OH,marion
39103,Medina,OH,medina
39105,Meigs,OH,meigs
39107,Mercer,OH,mercer
39109,Miami,OH,miami
39111,Monroe,OH,monroe
39113,Montgomery,OH,montgomery
39115,Morgan,OH,morgan
39117,Morrow,OH,morrow
39119,Muskingum,OH,muskingum
39121,Noble,OH,noble
39123,Ottawa,OH,ottawa
39125,Paulding,OH,paulding
39127,Perry,OH,perry
39129,Pickaway,OH,pickaway
39131,Pike,OH,pike
39133,Portage,OH,portage
39135,Preble,OH,preble
39137,Putnam,OH,putnam
39139,Richland,OH,richland
39141,Ross,OH,ross
39143,Sandusky,OH,sandusky
39145,Scioto,OH,scioto
39147,Seneca,OH,seneca
39149,Shelby,OH,shelby
39151,Stark,OH,stark
39153,Summit,OH,summit
39155,Trumbull,OH,trumbull
39157,Tuscarawas,OH,tuscarawas
39159,Union,OH,union
39161,Van Wert,OH,vanwert
39163,Vinton,OH,vinton
39165,Warren,OH,warren
39167,Washington,OH,washington
39169,Wayne,OH,wayne
39171,Williams,OH,williams
39173,Wood,OH,wood
39175,Wyandot,OH,wyandot
40001,Adair,OK,adair
40003,Alfalfa,OK,alfalfa
40005,Atoka,OK,atoka
40007,Beaver,OK,beaver
40009,Beckham,OK,beckham
40011,Blaine,OK,blaine
40013,Bryan,OK,bryan
40015,Caddo,OK,caddo
40017,Canadian,OK,canadian
40019,Carter,OK,carter
40021,Cherokee,OK,cherokee
40023,Choctaw,OK,choctaw
40025,Cimarron,OK,cimarron
40027,Cleveland,OK,cleveland
40029,Coal,OK,coal
40031,Comanche,OK,comanche
40033,Cotton,OK,cotton
40035,Craig,OK,craig
40037,Creek,OK,creek
40039,Custer,OK,custer
40041,Delaware,OK,delaware
40043,Dewey,OK,dewey
40045,Ellis,OK,ellis
40047,Garfield,OK,garfield
40049,Garvin,OK,garvin
40051,Grady,OK,grady
40053,Grant,OK,grant
40055,Greer,OK,greer
40057,Harmon,OK,harmon
40059,Harper,OK,harper
40061,Haskell,OK,haskell
40063,Hughes,OK,hughes
40065,Jackson,OK,jackson
40067,Jefferson,OK,jefferson
40069,Johnston,OK,johnston
40071,Kay,OK,kay
40073,Kingfisher,OK,kingfisher
40075,Kiowa,OK,kiowa
40077,Latimer,OK,latimer
40079,Le Flore,OK,leflore
40081,Lincoln,OK,lincoln
40083,Logan,OK,logan
40085,Love,OK,love
40087,McClain,OK,mcclain
40089,McCurtain,OK,mccurtain
40091,McIntosh,OK,mcintosh
40093,Major,OK,major
40095,Marshall,OK,marshall
40097,Mayes,OK,mayes
40099,Murray,OK,murray
40101,Muskogee,OK,muskogee
40103,Noble,OK,noble
40105,Nowata,OK,nowata
40107,Okfuskee,OK,okfuskee
40109,Oklahoma,OK,oklahoma
40111,Okmulgee,OK,okmulgee
40113,Osage,OK,osage
40115,Ottawa,OK,ottawa
40117,Pawnee,OK,pawnee
40119,Payne,OK,payne
40121,Pittsburg,OK,pittsburg
40123,Pontotoc,OK,pontotoc
40125,Pottawatomie,OK,pottawatomie
40127,Pushmataha,OK,pushmataha
40129,Roger Mills,OK,rogermills
40131,Rogers,OK,rogers
40133,Seminole,OK,seminole
40135,Sequoyah,OK,sequoyah
40137,Stephens,OK,stephens
40139,Texas,OK,texas
40141,Tillman,OK,tillman
40143,Tulsa,OK,tulsa
40145,Wagoner,OK,wagoner
40147,Washington,OK,washington
40149,Washita,OK,washita
40151,Woods,OK,woods
40153,Woodward,OK,woodward
41001,Baker,OR,baker
41003,Benton,OR,benton
41005,Clackamas,OR,clackamas
41007,Clatsop,OR,clatsop
41009,Columbia,OR,columbia
41011,Coos,OR,coos
41013,Crook,OR,crook
41015,Curry,OR,curry
41017,Deschutes,OR,deschutes
41019,Douglas,OR,douglas
41021,Gilliam,OR,gilliam
41023,Grant,OR,grant
41025,Harney,OR,harney
41027,Hood River,OR,hoodriver
41029,Jackson,OR,jackson
41031,Jefferson,OR,jefferson
41033,Josephine,OR,josephine
41035,Klamath,OR,klamath
41037,Lake,OR,lake
41039,Lane,OR,lane
41041,Lincoln,OR,lincoln
41043,Linn,OR,linn
41045,Malheur,OR,malheur
41047,Marion,OR,marion
41049,Morrow,OR,morrow
41051,Multnomah,OR,multnomah
41053,Polk,OR,polk
41055,Sherman,OR,sherman
41057,Tillamook,OR,tillamook
41059,Umatilla,OR,umatilla
41061,Union,OR,union
41063,Wallowa,OR,wallowa
41065,Wasco,OR,wasco
41067,Washington,OR,washington
41069,Wheeler,OR,wheeler
41071,Yamhill,OR,yamhill
42001,Adams,PA,adams
42003,Allegheny,PA,allegheny
42005,Armstrong,PA,armstrong
42007,Beaver,PA,beaver
42009,Bedford,PA,bedford
42011,Berks,PA,berks
42013,Blair,PA,blair
42015,Bradford,PA,bradford
42017,Bucks,PA,bucks
42019,Butler,PA,butler
42021,Cambria,PA,cambria
42023,Cameron,PA,cameron
42025,Carbon,PA,carbon
42027,Centre,PA,centre
42029,Chester,PA,chester
42031,Clarion,PA,clarion
42033,Clearfield,PA,clearfield
42035,Clinton,PA,clinton
42037,Columbia,PA,columbia
42039,Crawford,PA,crawford
42041,Cumberland,PA,cumberland
42043,Dauphin,PA,dauphin
42045,Delaware,PA,delaware
42047,Elk,PA,elk
42049,Erie,PA,erie
42051,Fayette,PA,fayette
42053,Forest,PA,forest
42055,Franklin,PA,franklin
42057,Fulton,PA,fulton
42059,Greene,PA,greene
42061,Huntingdon,PA,huntingdon
42063,Indiana,PA,indiana
42065,Jefferson,PA,jefferson
42067,Juniata,PA,juniata
42069,Lackawanna,PA,lackawanna
42071,Lancaster,PA,lancaster
42073,Lawrence,PA,lawrence
42075,Lebanon,PA,lebanon
42077,Lehigh,PA,lehigh
42079,Luzerne,PA,luzerne
42081,Lycoming,PA,lycoming
42083,McKean,PA,mckean
42085,Mercer,PA,mercer
42087,Mifflin,PA,mifflin
42089,Monroe,PA,monroe
42091,Montgomery,PA,montgomery
42093,Montour,PA,montour
42095,Northampton,PA,northampton
42097,Northumberland,PA,northumberland
42099,Perry,PA,perry
42101,Philadelphia,PA,philadelphia
42103,Pike,PA,pike
42105,Potter,PA,potter
42107,Schuylkill,PA,schuylkill
42109,Snyder,PA,snyder
42111,Somerset,PA,somerset
42113,Sullivan,PA,sullivan
42115,Susquehanna,PA,susquehanna
42117,Tioga,PA,tioga
42119,Union,PA,union
42121,Venango,PA,venango
42123,Warren,PA,warren
42125,Washington,PA,washington
42127,Wayne,PA,wayne
42129,Westmoreland,PA,westmoreland
42131,Wyoming,PA,wyoming
42133,York,PA,york
44001,Bristol,RI,bristol
44003,Kent,RI,kent
44005,Newport,RI,newport
44007,Providence,RI,providence
44009,Washington,RI,washington
45001,Abbeville,SC,abbeville
45003,Aiken,SC,aiken
45005,Allendale,SC,allendale
45007,Anderson,SC,anderson
45009,Bamberg,SC,bamberg
45011,Barnwell,SC,barnwell
45013,Beaufort,SC,beaufort
45015,Berkeley,SC,berkeley
45017,Calhoun,SC,calhoun
45019,Charleston,SC,charleston
45021,Cherokee,SC,cherokee
45023,Chester,SC,chester
45025,Chesterfield,SC,chesterfield
45027,Clarendon,SC,clarendon
45029,Colleton,SC,colleton
45031,Darlington,SC,darlington
45033,Dillon,SC,dillon
45035,Dorchester,SC,dorchester
45037,Edgefield,SC,edgefield
45039,Fairfield,SC,fairfield
45041,Florence,SC,florence
45043,Georgetown,SC,georgetown
45045,Greenville,SC,greenville
45047,Greenwood,SC,greenwood
45049,Hampton,SC,hampton
45051,Horry,SC,horry
45053,Jasper,SC,jasper
45055,Kershaw,SC,kershaw
45057,Lancaster,SC,lancaster
45059,Laurens,SC,laurens
45061,Lee,SC,lee
45063,Lexington,SC,lexington
45065,McCormick,SC,mccormick
45067,Marion,SC,marion
45069,Marlboro,SC,marlboro
45071,Newberry,SC,newberry
45073,Oconee,SC,oconee
45075,Orangeburg,SC,orangeburg
45077,Pickens,SC,pickens
45079,Richland,SC,richland
45081,Saluda,SC,saluda
45083,Spartanburg,SC,spartanburg
45085,Sumter,SC,sumter
45087,Union,SC,union
45089,Williamsburg,SC,williamsburg
45091,York,SC,york
46003,Aurora,SD,aurora
46005,Beadle,SD,beadle
46007,Bennett,SD,bennett
46009,Bon Homme,SD,bonhomme
46011,Brookings,SD,brookings
46013,Brown,SD,brown
46015,Brule,SD,brule
46017,Buffalo,SD,buffalo
46019,Butte,SD,butte
46021,Campbell,SD,campbell
46023,Charles Mix,SD,charlesmix
46025,Clark,SD,clark
46027,Clay,SD,clay
46029,Codington,SD,codington
46031,Corson,SD,corson
46033,Custer,SD,custer
46035,Davison,SD,davison
46037,Day,SD,day
46039,Deuel,SD,deuel
46041,Dewey,SD,dewey
46043,Douglas,SD,douglas
46045,Edmunds,SD,edmunds
46047,Fall River,SD,fallriver
46049,Faulk,SD,faulk
46051,Grant,SD,grant
46053,Gregory,SD,gregory
46055,Haakon,SD,haakon
46057,Hamlin,SD,hamlin
46059,Hand,SD,hand
46061,Hanson,SD,hanson
46063,Harding,SD,harding
46065,Hughes,SD,hughes
46067,Hutchinson,SD,hutchinson
46069,Hyde,SD,hyde
46071,Jackson,SD,jackson
46073,Jerauld,SD,jerauld
46075,Jones,SD,jones
46077,Kingsbury,SD,kingsbury
46079,Lake,SD,lake
46081,Lawrence,SD,lawrence
46083,Lincoln,SD,lincoln
46085,Lyman,SD,lyman
46087,McCook,SD,mccook
46089,McPherson,SD,mcpherson
46091,Marshall,SD,marshall
46093,Meade,SD,meade
46095,Mellette,SD,mellette
46097,Miner,SD,miner
46099,Minnehaha,SD,minnehaha
46101,Moody,SD,moody
46103,Pennington,SD,pennington
46105,Perkins,SD,perkins
46107,Potter,SD,potter
46109,Roberts,SD,roberts
46111,Sanborn,SD,sanborn
46113,Shannon,SD,shannon
46115,Spink,SD,spink
46117,Stanley,SD,stanley
46119,Sully,SD,sully
46121,Todd,SD,todd
46123,Tripp,SD,tripp
46125,Turner,SD,turner
46127,Union,SD,union
46129,Walworth,SD,walworth
46135,Yankton,SD,yankton
46137,Ziebach,SD,ziebach
47001,Anderson,TN,anderson
47003,Bedford,TN,bedford
47005,Benton,TN,benton
47007,Bledsoe,TN,bledsoe
47009,Blount,TN,blount
47011,Bradley,TN,bradley
47013,Campbell,TN,campbell
47015,Cannon,TN,cannon
47017,Carroll,TN,carroll
47019,Carter,TN,carter
47021,Cheatham,TN,cheatham
47023,Chester,TN,chester
47025,Claiborne,TN,claiborne
47027,Clay,TN,clay
47029,Cocke,TN,cocke
47031,Coffee,TN,coffee
47033,Crockett,TN,crockett
47035,Cumberland,TN,cumberland
47037,Davidson,TN,davidson
47039,Decatur,TN,decatur
47041,De Kalb,TN,dekalb
47043,Dickson,TN,dickson
47045,Dyer,TN,dyer
47047,Fayette,TN,fayette
47049,Fentress,TN,fentress
47051,Franklin,TN,franklin
47053,Gibson,TN,gibson
47055,Giles,TN,giles
47057,Grainger,TN,grainger
47059,Greene,TN,greene
47061,Grundy,TN,grundy
47063,Hamblen,TN,hamblen
47065,Hamilton,TN,hamilton
47067,Hancock,TN,hancock
47069,Hardeman,TN,hardeman
47071,Hardin,TN,hardin
47073,Hawkins,TN,hawkins
47075,Haywood,TN,haywood
47077,Henderson,TN,henderson
47079,Henry,TN,henry
47081,Hickman,TN,hickman
47083,Houston,TN,houston
47085,Humphreys,TN,humphreys
47087,Jackson,TN,jackson
47089,Jefferson,TN,jefferson
47091,Johnson,TN,johnson
47093,Knox,TN,knox
47095,Lake,TN,lake
47097,Lauderdale,TN,lauderdale
47099,Lawrence,TN,lawrence
47101,Lewis,TN,lewis
47103,Lincoln,TN,lincoln
47105,Loudon,TN,loudon
47107,McMinn,TN,mcminn
47109,McNairy,TN,mcnairy
47111,Macon,TN,macon
47113,Madison,TN,madison
47115,Marion,TN,marion
47117,Marshall,TN,marshall
47119,Maury,TN,maury
47121,Meigs,TN,meigs
47123,Monroe,TN,monroe
47125,Montgomery,TN,montgomery
47127,Moore,TN,moore
47129,Morgan,TN,morgan
47131,Obion,TN,obion
47133,Overton,TN,overton
47135,Perry,TN,perry
47137,Pickett,TN,pickett
47139,Polk,TN,polk
47141,Putnam,TN,putnam
47143,Rhea,TN,rhea
47145,Roane,TN,roane
47147,Robertson,TN,robertson
47149,Rutherford,TN,rutherford
47151,Scott,TN,scott
47153,Sequatchie,TN,sequatchie
47155,Sevier,TN,sevier
47157,Shelby,TN,shelby
47159,Smith,TN,smith
47161,Stewart,TN,stewart
47163,Sullivan,TN,sullivan
47165,Sumner,TN,sumner
47167,Tipton,TN,tipton
47169,Trousdale,TN,trousdale
47171,Unicoi,TN,unicoi
47173,Union,TN,union
47175,Van Buren,TN,vanburen
47177,Warren,TN,warren
47179,Washington,TN,washington
47181,Wayne,TN,wayne
47183,Weakley,TN,weakley
47185,White,TN,white
47187,Williamson,TN,williamson
47189,Wilson,TN,wilson
48001,Anderson,TX,anderson
48003,Andrews,TX,andrews
48005,Angelina,TX,angelina
48007,Aransas,TX,aransas
48009,Archer,TX,archer
48011,Armstrong,TX,armstrong
48013,Atascosa,TX,atascosa
48015,Austin,TX,austin
48017,Bailey,TX,bailey
48019,Bandera,TX,bandera
48021,Bastrop,TX,bastrop
48023,Baylor,TX,baylor
48025,Bee,TX,bee
48027,Bell,TX,bell
48029,Bexar,TX,bexar
48031,Blanco,TX,blanco
48033,Borden,TX,borden
48035,Bosque,TX,bosque
48037,Bowie,TX,bowie
48039,Brazoria,TX,brazoria
48041,Brazos,TX,brazos
48043,Brewster,TX,brewster
48045,Briscoe,TX,briscoe
48047,Brooks,TX,brooks
48049,Brown,TX,brown
48051,Burleson,TX,burleson
48053,Burnet,TX,burnet
48055,Caldwell,TX,caldwell
48057,Calhoun,TX,calhoun
48059,Callahan,TX,callahan
48061,Cameron,TX,cameron
48063,Camp,TX,camp
48065,Carson,TX,carson
48067,Cass,TX,cass
48069,Castro,TX,castro
48071,Chambers,TX,chambers
48073,Cherokee,TX,cherokee
48075,Childress,TX,childress
48077,Clay,TX,clay
48079,Cochran,TX,cochran
48081,Coke,TX,coke
48083,Coleman,TX,coleman
48085,Collin,TX,collin
48087,Collingsworth,TX,collingsworth
48089,Colorado,TX,colorado
48091,Comal,TX,comal
48093,Comanche,TX,comanche
48095,Concho,TX,concho
48097,Cooke,TX,cooke
48099,Coryell,TX,coryell
48101,Cottle,TX,cottle
48103,Crane,TX,crane
48105,Crockett,TX,crockett
48107,Crosby,TX,crosby
48109,Culberson,TX,culberson
48111,Dallam,TX,dallam
48113,Dallas,TX,dallas
48115,Dawson,TX,dawson
48117,Deaf Smith,TX,deafsmith
48119,Delta,TX,delta
48121,Denton,TX,denton
48123,De Witt,TX,dewitt
48125,Dickens,TX,dickens
48127,Dimmit,TX,dimmit
48129,Donley,TX,donley
48131,Duval,TX,duval
48133,Eastland,TX,eastland
48135,Ector,TX,ector
48137,Edwards,TX,edwards
48139,Ellis,TX,ellis
48141,El Paso,TX,elpaso
48143,Erath,TX,erath
48145,Falls,TX,falls
48147,Fannin,TX,fannin
48149,Fayette,TX,fayette
48151,Fisher,TX,fisher
48153,Floyd,TX,floyd
48155,Foard,TX,foard
48157,Fort Bend,TX,fortbend
48159,Franklin,TX,franklin
48161,Freestone,TX,freestone
48163,Frio,TX,frio
48165,Gaines,TX,gaines
48167,Galveston,TX,galveston
48169,Garza,TX,garza
48171,Gillespie,TX,gillespie
48173,Glasscock,TX,glasscock
48175,Goliad,TX,goliad
48177,Gonzales,TX,gonzales
48179,Gray,TX,gray
48181,Grayson,TX,grayson
48183,Gregg,TX,gregg
48185,Grimes,TX,grimes
48187,Guadalupe,TX,guadalupe
48189,Hale,TX,hale
48191,Hall,TX,hall
48193,Hamilton,TX,hamilton
48195,Hansford,TX,hansford
48197,Hardeman,TX,hardeman
48199,Hardin,TX,hardin
48201,Harris,TX,harris
48203,Harrison,TX,harrison
48205,Hartley,TX,hartley
48207,Haskell,TX,haskell
48209,Hays,TX,hays
48211,Hemphill,TX,hemphill
48213,Henderson,TX,henderson
48215,Hidalgo,TX,hidalgo
48217,Hill,TX,hill
48219,Hockley,TX,hockley
48221,Hood,TX,hood
48223,Hopkins,TX,hopkins
48225,Houston,TX,houston
48227,Howard,TX,howard
48229,Hudspeth,TX,hudspeth
48231,Hunt,TX,hunt
48233,Hutchinson,TX,hutchinson
48235,Irion,TX,irion
48237,Jack,TX,jack
48239,Jackson,TX,jackson
48241,Jasper,TX,jasper
48243,Jeff Davis,TX,jeffdavis
48245,Jefferson,TX,jefferson
48247,Jim Hogg,TX,jimhogg
48249,Jim Wells,TX,jimwells
48251,Johnson,TX,johnson
48253,Jones,TX,jones
48255,Karnes,TX,karnes
48257,Kaufman,TX,kaufman
48259,Kendall,TX,kendall
48261,Kenedy,TX,kenedy
48263,Kent,TX,kent
48265,Kerr,TX,kerr
48267,Kimble,TX,kimble
48269,King,TX,king
48271,Kinney,TX,kinney
48273,Kleberg,TX,kleberg
48275,Knox,TX,knox
48277,Lamar,TX,lamar
48279,Lamb,TX,lamb
48281,Lampasas,TX,lampasas
48283,La Salle,TX,lasalle
48285,Lavaca,TX,lavaca
48287,Lee,TX,lee
48289,Leon,TX,leon
48291,Liberty,TX,liberty
48293,Limestone,TX,limestone
48295,Lipscomb,TX,lipscomb
48297,Live Oak,TX,liveoak
48299,Llano,TX,llano
48301,Loving,TX,loving
48303,Lubbock,TX,lubbock
48305,Lynn,TX,lynn
48307,McCulloch,TX,mcculloch
48309,McLennan,TX,mclennan
48311,McMullen,TX,mcmullen
48313,Madison,TX,madison
48315,Marion,TX,marion
48317,Martin,TX,martin
48319,Mason,TX,mason
48321,Matagorda,TX,matagorda
48323,Maverick,TX,maverick
48325,Medina,TX,medina
48327,Menard,TX,menard
48329,Midland,TX,midland
48331,Milam,TX,milam
48333,Mills,TX,mills
48335,Mitchell,TX,mitchell
48337,Montague,TX,montague
48339,Montgomery,TX,montgomery
48341,Moore,TX,moore
48343,Morris,TX,morris
48345,Motley,TX,motley
48347,Nacogdoches,TX,nacogdoches
48349,Navarro,TX,navarro
48351,Newton,TX,newton
48353,Nolan,TX,nolan
48355,Nueces,TX,nueces
48357,Ochiltree,TX,ochiltree
48359,Oldham,TX,oldham
48361,Orange,TX,orange
48363,Palo Pinto,TX,palopinto
48365,Panola,TX,panola
48367,Parker,TX,parker
48369,Parmer,TX,parmer
48371,Pecos,TX,pecos
48373,Polk,TX,polk
48375,Potter,TX,potter
48377,Presidio,TX,presidio
48379,Rains,TX,rains
48381,Randall,TX,randall
48383,Reagan,TX,reagan
48385,Real,TX,real
48387,Red River,TX,redriver
48389,Reeves,TX,reeves
48391,Refugio,TX,refugio
48393,Roberts,TX,roberts
48395,Robertson,TX,robertson
48397,Rockwall,TX,rockwall
48399,Runnels,TX,runnels
48401,Rusk,TX,rusk
48403,Sabine,TX,sabine
48405,San Augustine,TX,sanaugustine
48407,San Jacinto,TX,sanjacinto
48409,San Patricio,TX,sanpatricio
48411,San Saba,TX,sansaba
48413,Schleicher,TX,schleicher
48415,Scurry,TX,scurry
48417,Shackelford,TX,shackelford
48419,Shelby,TX,shelby
48421,Sherman,TX,sherman
48423,Smith,TX,smith
48425,Somervell,TX,somervell
48427,Starr,TX,starr
48429,Stephens,TX,stephens
48431,Sterling,TX,sterling
48433,Stonewall,TX,stonewall
48435,Sutton,TX,sutton
48437,Swisher,TX,swisher
48439,Tarrant,TX,tarrant
48441,Taylor,TX,taylor
48443,Terrell,TX,terrell
48445,Terry,TX,terry
48447,Throckmorton,TX,throckmorton
48449,Titus,TX,titus
48451,Tom Green,TX,tomgreen
48453,Travis,TX,travis
48455,Trinity,TX,trinity
48457,Tyler,TX,tyler
48459,Upshur,TX,upshur
48461,Upton,TX,upton
48463,Uvalde,TX,uvalde
48465,Val Verde,TX,valverde
48467,Van Zandt,TX,vanzandt
48469,Victoria,TX,victoria
